id;settings;time;tree
64;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_10_3_partition_4', 'test-file': 'test/generated_dataset_00100_1_10_3_partition_4', 'core-file': 'generated_dataset_00100_1_10_3'};3.222;[1.0]
65;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_10_4_partition_0', 'test-file': 'test/generated_dataset_00100_1_10_4_partition_0', 'core-file': 'generated_dataset_00100_1_10_4'};2.465;[lambda x: x['F0'] > 0.18938442503475245,[0.522479],[lambda x: x['F2'] > 0.5205230768243743,[lambda x: x['F4'] == 'X',[0.571486],[6.402676]],[1.501408]]]
66;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_10_4_partition_1', 'test-file': 'test/generated_dataset_00100_1_10_4_partition_1', 'core-file': 'generated_dataset_00100_1_10_4'};2.276;[lambda x: x['F0'] > 0.18938442503475245,[lambda x: x['F1'] > 0.07883919078259316,[0.159917],[0.597072]],[lambda x: x['F4'] == 'X',[0.820884],[2.994987]]]
67;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_10_4_partition_2', 'test-file': 'test/generated_dataset_00100_1_10_4_partition_2', 'core-file': 'generated_dataset_00100_1_10_4'};2.326;[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.5205230768243743,[0.554632],[1.420291]],[lambda x: x['F0'] > 0.18938442503475245,[0.672526],[3.431532]]]
68;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_10_4_partition_3', 'test-file': 'test/generated_dataset_00100_1_10_4_partition_3', 'core-file': 'generated_dataset_00100_1_10_4'};2.308;[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.5954703409447007,[lambda x: x['F2'] > 0.720123437977235,[0.437714],[1.219329]],[lambda x: x["F3"],[1.739541],[0.696741]]],[lambda x: x['F0'] > 0.18938442503475245,[0.510844],[lambda x: x['F2'] > 0.267901473840799,[13.070401],[2.357023]]]]
69;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_10_4_partition_4', 'test-file': 'test/generated_dataset_00100_1_10_4_partition_4', 'core-file': 'generated_dataset_00100_1_10_4'};2.605;[lambda x: x['F0'] > 0.18938442503475245,[0.750291],[lambda x: x['F4'] == 'X',[lambda x: x['F5'] == 'B',[lambda x: x['F2'] > 0.5205230768243743,[0.429682],[1.496772]],[0.720925]],[lambda x: x['F1'] > 0.8976345627769897,[lambda x: x['F2'] > 0.5205230768243743,[8.150944],[2.709945]],[0.508734]]]]
70;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_0_partition_0', 'test-file': 'test/generated_dataset_00100_1_50_0_partition_0', 'core-file': 'generated_dataset_00100_1_50_0'};2.604;[lambda x: x['F2'] > 0.4591580370775422,[lambda x: x['F4'] == 'Y',[1.259606],[7.923425]],[0.552511]]
71;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_0_partition_1', 'test-file': 'test/generated_dataset_00100_1_50_0_partition_1', 'core-file': 'generated_dataset_00100_1_50_0'};2.657;[lambda x: x['F2'] > 0.38222474477476326,[2.234191],[0.596704]]
72;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_0_partition_2', 'test-file': 'test/generated_dataset_00100_1_50_0_partition_2', 'core-file': 'generated_dataset_00100_1_50_0'};2.661;[lambda x: x['F2'] > 0.4591580370775422,[lambda x: x['F1'] > 0.5577160712179319,[lambda x: x['F2'] > 0.38222474477476326,[1.876607],[0.203208]],[lambda x: x['F4'] == 'Y',[1.19976],[26.215567]]],[lambda x: x['F0'] > 0.6201298622821523,[lambda x: x['F2'] > 0.7072473401657855,[2.261764],[0.380213]],[lambda x: x['F2'] > 0.8515659510524268,[0.07559],[1.790501]]]]
73;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_0_partition_3', 'test-file': 'test/generated_dataset_00100_1_50_0_partition_3', 'core-file': 'generated_dataset_00100_1_50_0'};4.202;[lambda x: x['F2'] > 0.38222474477476326,[lambda x: x['F4'] == 'Y',[0.985998],[4.472446]],[lambda x: x['F5'] == 'B',[0.735747],[lambda x: x['F1'] > 0.7691775875298333,[0.064519],[31.677162]]]]
74;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_0_partition_4', 'test-file': 'test/generated_dataset_00100_1_50_0_partition_4', 'core-file': 'generated_dataset_00100_1_50_0'};4.855;[lambda x: x['F2'] > 0.38222474477476326,[lambda x: x['F4'] == 'Y',[1.279979],[4.439472]],[0.580765]]
75;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_1_partition_0', 'test-file': 'test/generated_dataset_00100_1_50_1_partition_0', 'core-file': 'generated_dataset_00100_1_50_1'};5.107;[1.0]
76;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_1_partition_1', 'test-file': 'test/generated_dataset_00100_1_50_1_partition_1', 'core-file': 'generated_dataset_00100_1_50_1'};5.199;[1.0]
77;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_1_partition_2', 'test-file': 'test/generated_dataset_00100_1_50_1_partition_2', 'core-file': 'generated_dataset_00100_1_50_1'};5.093;[1.0]
78;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_1_partition_3', 'test-file': 'test/generated_dataset_00100_1_50_1_partition_3', 'core-file': 'generated_dataset_00100_1_50_1'};5.203;[1.0]
79;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_1_partition_4', 'test-file': 'test/generated_dataset_00100_1_50_1_partition_4', 'core-file': 'generated_dataset_00100_1_50_1'};4.185;[1.0]
80;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_2_partition_0', 'test-file': 'test/generated_dataset_00100_1_50_2_partition_0', 'core-file': 'generated_dataset_00100_1_50_2'};3.579;[lambda x: x['F2'] > 0.5713532023675519,[1.442603],[0.582789]]
81;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_2_partition_1', 'test-file': 'test/generated_dataset_00100_1_50_2_partition_1', 'core-file': 'generated_dataset_00100_1_50_2'};2.961;[lambda x: x['F4'] == 'Y',[0.944776],[lambda x: x['F1'] > 0.3468835028210474,[lambda x: x['F2'] > 0.5713532023675519,[7.081001],[0.235657]],[0.591368]]]
82;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_2_partition_2', 'test-file': 'test/generated_dataset_00100_1_50_2_partition_2', 'core-file': 'generated_dataset_00100_1_50_2'};4.241;[lambda x: x['F2'] > 0.5713532023675519,[1.529432],[0.581749]]
83;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_2_partition_3', 'test-file': 'test/generated_dataset_00100_1_50_2_partition_3', 'core-file': 'generated_dataset_00100_1_50_2'};5.168;[1.0]
84;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_2_partition_4', 'test-file': 'test/generated_dataset_00100_1_50_2_partition_4', 'core-file': 'generated_dataset_00100_1_50_2'};2.647;[lambda x: x['F1'] > 0.3468835028210474,[lambda x: x['F2'] > 0.6492741210671151,[2.568583],[0.162465]],[0.880457]]
85;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_3_partition_0', 'test-file': 'test/generated_dataset_00100_1_50_3_partition_0', 'core-file': 'generated_dataset_00100_1_50_3'};2.464;[lambda x: x['F0'] > 0.36505946392359734,[lambda x: x['F1'] > 0.31283580803024913,[0.06366],[0.931438]],[lambda x: x['F5'] == 'E',[0.968161],[5.893855]]]
86;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_3_partition_1', 'test-file': 'test/generated_dataset_00100_1_50_3_partition_1', 'core-file': 'generated_dataset_00100_1_50_3'};2.459;[1.0]
87;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_3_partition_2', 'test-file': 'test/generated_dataset_00100_1_50_3_partition_2', 'core-file': 'generated_dataset_00100_1_50_3'};2.794;[1.0]
88;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_3_partition_3', 'test-file': 'test/generated_dataset_00100_1_50_3_partition_3', 'core-file': 'generated_dataset_00100_1_50_3'};3.337;[1.0]
89;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_3_partition_4', 'test-file': 'test/generated_dataset_00100_1_50_3_partition_4', 'core-file': 'generated_dataset_00100_1_50_3'};3.433;[lambda x: x['F0'] > 0.36505946392359734,[lambda x: x['F1'] > 0.31283580803024913,[lambda x: x['F5'] == 'C',[0.080318],[1.867885]],[lambda x: x['F2'] > 0.47028765335076445,[lambda x: x['F0'] > 0.2741890264167306,[0.779426],[7.461139]],[lambda x: x['F2'] > 0.8336377501281581,[0.202791],[2.732839]]]],[lambda x: x['F1'] > 0.5418250089973988,[lambda x: x["F3"],[lambda x: x['F4'] == 'Y',[2.142093],[0.158121]],[lambda x: x['F0'] > 0.8259890283217082,[1.773913],[0.167949]]],[lambda x: x['F5'] == 'E',[lambda x: x['F2'] > 0.7368437165461117,[0.144597],[2.883298]],[19.434233]]]]
90;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_4_partition_0', 'test-file': 'test/generated_dataset_00100_1_50_4_partition_0', 'core-file': 'generated_dataset_00100_1_50_4'};3.258;[1.0]
91;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_4_partition_1', 'test-file': 'test/generated_dataset_00100_1_50_4_partition_1', 'core-file': 'generated_dataset_00100_1_50_4'};2.883;[lambda x: x["F3"],[0.79246],[lambda x: x['F1'] > 0.5642045525208572,[lambda x: x['F5'] == 'A',[2.889991],[0.500031]],[lambda x: x['F0'] > 0.5373128076977862,[0.079827],[3.751676]]]]
92;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_4_partition_2', 'test-file': 'test/generated_dataset_00100_1_50_4_partition_2', 'core-file': 'generated_dataset_00100_1_50_4'};2.804;[1.0]
93;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_4_partition_3', 'test-file': 'test/generated_dataset_00100_1_50_4_partition_3', 'core-file': 'generated_dataset_00100_1_50_4'};3.041;[1.0]
94;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_50_4_partition_4', 'test-file': 'test/generated_dataset_00100_1_50_4_partition_4', 'core-file': 'generated_dataset_00100_1_50_4'};2.867;[1.0]
95;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_0_partition_0', 'test-file': 'test/generated_dataset_00100_1_80_0_partition_0', 'core-file': 'generated_dataset_00100_1_80_0'};2.093;[lambda x: x['F1'] > 0.41013369965371377,[0.375201],[lambda x: x['F4'] == 'Z',[0.078343],[8.014172]]]
96;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_0_partition_1', 'test-file': 'test/generated_dataset_00100_1_80_0_partition_1', 'core-file': 'generated_dataset_00100_1_80_0'};1.849;[lambda x: x['F4'] == 'Z',[0.10023],[2.49046]]
97;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_0_partition_2', 'test-file': 'test/generated_dataset_00100_1_80_0_partition_2', 'core-file': 'generated_dataset_00100_1_80_0'};1.714;[lambda x: x['F4'] == 'Z',[0.04871],[2.789856]]
98;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_0_partition_3', 'test-file': 'test/generated_dataset_00100_1_80_0_partition_3', 'core-file': 'generated_dataset_00100_1_80_0'};2.14;[lambda x: x['F5'] == 'C',[lambda x: x['F4'] == 'Z',[0.062725],[lambda x: x['F1'] > 0.7109865725112678,[lambda x: x['F2'] > 0.8252311840390716,[0.602023],[53.109244]],[8.538665]]],[lambda x: x['F1'] > 0.41013369965371377,[1.574297],[0.22448]]]
99;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_0_partition_4', 'test-file': 'test/generated_dataset_00100_1_80_0_partition_4', 'core-file': 'generated_dataset_00100_1_80_0'};1.804;[lambda x: x['F4'] == 'Z',[0.094523],[2.767217]]
100;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_1_partition_0', 'test-file': 'test/generated_dataset_00100_1_80_1_partition_0', 'core-file': 'generated_dataset_00100_1_80_1'};2.134;[0.999229]
101;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_1_partition_1', 'test-file': 'test/generated_dataset_00100_1_80_1_partition_1', 'core-file': 'generated_dataset_00100_1_80_1'};2.101;[0.999229]
102;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_1_partition_2', 'test-file': 'test/generated_dataset_00100_1_80_1_partition_2', 'core-file': 'generated_dataset_00100_1_80_1'};1.906;[0.999229]
103;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_1_partition_3', 'test-file': 'test/generated_dataset_00100_1_80_1_partition_3', 'core-file': 'generated_dataset_00100_1_80_1'};1.916;[1.0]
104;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_1_partition_4', 'test-file': 'test/generated_dataset_00100_1_80_1_partition_4', 'core-file': 'generated_dataset_00100_1_80_1'};1.912;[0.999229]
105;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_2_partition_0', 'test-file': 'test/generated_dataset_00100_1_80_2_partition_0', 'core-file': 'generated_dataset_00100_1_80_2'};1.908;[lambda x: x['F0'] > 0.5206776563619349,[0.796664],[lambda x: x['F2'] > 0.4175173992551354,[0.123463],[lambda x: x['F5'] == 'E',[1.67923],[21.503615]]]]
106;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_2_partition_1', 'test-file': 'test/generated_dataset_00100_1_80_2_partition_1', 'core-file': 'generated_dataset_00100_1_80_2'};1.727;[1.0]
107;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_2_partition_2', 'test-file': 'test/generated_dataset_00100_1_80_2_partition_2', 'core-file': 'generated_dataset_00100_1_80_2'};1.846;[1.0]
108;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_2_partition_3', 'test-file': 'test/generated_dataset_00100_1_80_2_partition_3', 'core-file': 'generated_dataset_00100_1_80_2'};1.916;[0.999229]
109;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_2_partition_4', 'test-file': 'test/generated_dataset_00100_1_80_2_partition_4', 'core-file': 'generated_dataset_00100_1_80_2'};1.897;[lambda x: x['F1'] > 0.4138225292984451,[1.652215],[lambda x: x['F0'] > 0.6270692861746776,[0.164171],[lambda x: x['F5'] == 'E',[0.196579],[29.327034]]]]
110;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_3_partition_0', 'test-file': 'test/generated_dataset_00100_1_80_3_partition_0', 'core-file': 'generated_dataset_00100_1_80_3'};2.17;[1.0]
111;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_3_partition_1', 'test-file': 'test/generated_dataset_00100_1_80_3_partition_1', 'core-file': 'generated_dataset_00100_1_80_3'};2.027;[lambda x: x['F2'] > 0.7433067152078081,[1.374033],[0.114799]]
112;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_3_partition_2', 'test-file': 'test/generated_dataset_00100_1_80_3_partition_2', 'core-file': 'generated_dataset_00100_1_80_3'};2.075;[lambda x: x['F0'] > 0.8076048488216283,[1.283092],[0.141638]]
113;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_3_partition_3', 'test-file': 'test/generated_dataset_00100_1_80_3_partition_3', 'core-file': 'generated_dataset_00100_1_80_3'};1.919;[1.0]
114;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_3_partition_4', 'test-file': 'test/generated_dataset_00100_1_80_3_partition_4', 'core-file': 'generated_dataset_00100_1_80_3'};2.037;[0.998459]
115;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_4_partition_0', 'test-file': 'test/generated_dataset_00100_1_80_4_partition_0', 'core-file': 'generated_dataset_00100_1_80_4'};1.94;[lambda x: x['F5'] == 'E',[1.335274],[0.124457]]
116;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_4_partition_1', 'test-file': 'test/generated_dataset_00100_1_80_4_partition_1', 'core-file': 'generated_dataset_00100_1_80_4'};1.972;[1.0]
117;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_4_partition_2', 'test-file': 'test/generated_dataset_00100_1_80_4_partition_2', 'core-file': 'generated_dataset_00100_1_80_4'};2.007;[1.0]
118;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_4_partition_3', 'test-file': 'test/generated_dataset_00100_1_80_4_partition_3', 'core-file': 'generated_dataset_00100_1_80_4'};2.13;[lambda x: x['F1'] > 0.24390758735125534,[0.100922],[1.438878]]
119;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00100_1_80_4_partition_4', 'test-file': 'test/generated_dataset_00100_1_80_4_partition_4', 'core-file': 'generated_dataset_00100_1_80_4'};2.017;[lambda x: x['F1'] > 0.24390758735125534,[0.159704],[1.540294]]
120;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00200_1_10_0_partition_0', 'test-file': 'test/generated_dataset_00200_1_10_0_partition_0', 'core-file': 'generated_dataset_00200_1_10_0'};3.449;[lambda x: x['F4'] == 'X',[lambda x: x['F5'] == 'C',[lambda x: x['F2'] > 0.7443668777446405,[1.146323],[3.814922]],[0.617144]],[0.877555]]
121;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00200_1_10_0_partition_1', 'test-file': 'test/generated_dataset_00200_1_10_0_partition_1', 'core-file': 'generated_dataset_00200_1_10_0'};3.253;[lambda x: x['F4'] == 'Y',[lambda x: x["F3"],[lambda x: x['F4'] == 'X',[3.277504],[0.802487]],[0.930667]],[lambda x: x['F2'] > 0.7443668777446405,[lambda x: x['F0'] > 0.818800984299116,[0.976223],[0.154378]],[lambda x: x['F5'] == 'C',[6.698552],[0.68913]]]]
122;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00200_1_10_0_partition_2', 'test-file': 'test/generated_dataset_00200_1_10_0_partition_2', 'core-file': 'generated_dataset_00200_1_10_0'};3.863;[lambda x: x["F3"],[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.39626504172878657,[lambda x: x['F2'] > 0.7443668777446405,[1.512157],[21.972546]],[lambda x: x['F4'] == 'Y',[1.879193],[0.536379]]],[0.806157]],[lambda x: x['F5'] == 'D',[0.836037],[3.642982]]]
123;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00200_1_10_0_partition_3', 'test-file': 'test/generated_dataset_00200_1_10_0_partition_3', 'core-file': 'generated_dataset_00200_1_10_0'};3.356;[1.0]
124;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00200_1_10_0_partition_4', 'test-file': 'test/generated_dataset_00200_1_10_0_partition_4', 'core-file': 'generated_dataset_00200_1_10_0'};3.263;[1.0]
